,0
8139,4506655
8140,34710705
8141,8137349
8142,4576014
8143,34483893
8144,29423822
8145,3784829
8146,24193164
8147,1211591
8148,11082982
8149,2233926
8150,9612559
8151,29313353
8152,4469594
8153,12880891
8154,5835698
8155,34501928
8156,28074309
8157,4453993
8158,4473572
8159,4442234
8160,8154449
8161,3305842
8162,2011404
8163,1489917
8164,4051240
8165,1019051
8166,3157313
8167,4454468
8168,4406929
8169,11272807
8170,30474536
8171,2285637
8172,34246110
8173,3386735
8174,4469095
8175,2100537
8176,31176042
8177,12070931
8178,3516824
8179,24619000
8180,4675476
8181,28797433
8182,32607900
8183,4324995
8184,34749443
8185,4508164
8186,4682328
8187,29608656
8188,4437791
8189,34761021
8190,3541346
8191,2753439
8192,4472542
8193,16379854
8194,4011326
8195,23768029
8196,8027548
8197,24764049
8198,4612943
8199,4606005
8200,30427086
8201,29068307
8202,32557079
8203,5824365
8204,19187025
8205,15271858
8206,11440328
8207,2910823
8208,15254002
8209,5280968
8210,34874337
8211,8272263
8212,4534981
8213,33804097
8214,4223742
8215,4041424
8216,4489482
8217,29826796
8218,29539189
8219,4387887
8220,9803757
8221,10709339
8222,11386004
8223,2416940
8224,34268424
8225,4596054
8226,4470431
8227,1021506
8228,7537359
8229,34194467
8230,6469300
8231,19853728
8232,18113664
8233,4996674
8234,2085376
8235,1498565
8236,27103502
8237,32640334
8238,15114763
8239,3189633
8240,2286895
8241,22699139
8242,6240088
8243,14631678
8244,29495187
8245,3582138
8246,30813662
8247,3651672
8248,21749819
8249,29230814
8250,30100367
8251,19096907
8252,21828365
8253,1963433
8254,32251931
8255,34216442
8256,34546382
8257,1070000
8258,34387621
8259,1554950
8260,14753569
8261,34292841
8262,25357908
8263,13649913
8264,33681429
8265,34345259
8266,11123543
8267,34452508
8268,4644934
8269,33755865
8270,24670035
8271,17140489
8272,1983818
8273,34595413
8274,20524156
8275,31360338
8276,2720287
8277,28712936
8278,2205600
8279,9794403
8280,34873216
8281,4106835
8282,31786240
8283,32494473
8284,12488022
8285,2416773
8286,4378995
8287,13211945
8288,1140597
8289,3482889
8290,18031335
8291,1355835
8292,9610081
8293,1513234
8294,4342703
8295,4416197
8296,18559092
8297,7134849
8298,31404081
8299,34113165
8300,22898422
8301,4604403
8302,2974614
8303,33817411
8304,2574318
8305,2900895
8306,4539563
8307,34807554
8308,14644199
8309,3791739
8310,4550871
8311,32861484
8312,31773490
8313,4644934
8314,34498943
8315,13898230
8316,34437421
8317,34114303
8318,7638606
8319,18722395
8320,30670402
8321,34414870
8322,11873033
8323,4480474
8324,2846929
8325,30461642
8326,12983299
8327,3357500
8328,6616760
8329,3958688
8330,15207724
8331,14220860
8332,33934053
8333,17120584
8334,4440922
8335,34481295
8336,34602218
8337,4661315
8338,33506622
8339,9344046
8340,19484341
8341,4487987
8342,8510064
8343,3204997
8344,33830601
8345,30641462
8346,3844604
8347,2978271
8348,4358896
8349,4512932
8350,4516564
8351,1960883
8352,4286004
8353,3668401
8354,33072841
8355,4577938
8356,34437477
8357,3760219
8358,4078610
8359,34092994
8360,4496124
8361,4483568
8362,33136455
8363,34246849
8364,28220211
8365,29756816
8366,4548396
8367,20510033
8368,6025366
8369,4456603
8370,13665938
8371,4503690
8372,2983407
8373,33043956
8374,34377999
8375,29607773
8376,21039841
8377,32447362
8378,1032536
8379,4447428
8380,34003191
8381,2729743
8382,25034588
8383,3882369
8384,32279871
8385,17114434
8386,34653135
8387,4463141
8388,27694459
8389,17551738
8390,7937630
8391,18899456
8392,3645078
8393,1171844
8394,27684011
8395,14739563
8396,34065695
8397,31930826
8398,21407620
8399,30823384
8400,4606902
8401,34529383
8402,3038991
8403,32116530
8404,33396218
8405,3987335
8406,2885073
8407,24702351
8408,12834005
8409,34576464
8410,9791044
8411,4408883
8412,9298645
8413,3658195
8414,11486509
8415,34804688
8416,13716161
8417,33405090
8418,33246431
8419,29730833
8420,4508694
8421,4682761
8422,27984466
8423,2010392
8424,1002063
8425,4461564
8426,34100611
8427,3007359
8428,33968254
8429,4564739
8430,4627443
8431,22567918
8432,3860777
8433,6298581
8434,4516168
8435,19630867
8436,4310513
8437,3402268
8438,4610994
8439,28608607
8440,1186250
8441,27600793
8442,27672325
8443,2025547
8444,4284770
8445,3711122
8446,10026282
8447,5076993
8448,4431512
8449,4474519
8450,69685
8451,32053875
8452,4198725
8453,12001833
8454,4632764
8455,28193107
8456,15115676
8457,4066960
8458,7626808
8459,33846187
8460,2748701
8461,34785113
8462,32784619
8463,34631636
8464,20030703
8465,2283008
8466,3326380
8467,33936742
8468,26866876
8469,29962745
8470,32301983
8471,1734802
8472,34585308
8473,2452205
8474,16059752
8475,4655059
8476,1097935
8477,26373761
8478,3761251
8479,30361450
8480,34815557
8481,19622451
8482,34581953
8483,34339400
8484,3436146
8485,32481014
8486,4327496
8487,5539774
8488,9414027
8489,33171075
8490,6939828
8491,15098340
8492,33147651
8493,4647686
8494,4106378
8495,4612038
8496,28592775
8497,21533547
8498,34325615
8499,13178378
8500,4404721
8501,4321374
8502,34591173
8503,34574846
8504,34836307
8505,1612484
8506,2649888
8507,28548039
8508,28855039
8509,34646822
8510,20869119
8511,4261473
8512,4140995
8513,33561062
8514,30415951
8515,2817271
8516,34083426
8517,30481911
8518,26063478
8519,24192881
8520,27874255
8521,28318603
8522,32872770
8523,13902824
8524,26643705
8525,20117608
8526,31503163
8527,2499832
8528,1011769
8529,4539628
8530,9578892
8531,4481743
8532,31257446
8533,5161373
8534,34648463
8535,4216278
8536,1175292
8537,4611778
8538,1729304
8539,4521079
8540,4487389
8541,4591159
8542,11592594
8543,1580515
8544,34561958
8545,30787024
8546,34258266
8547,33950040
8548,20915262
8549,1215760
8550,4583234
8551,4581229
8552,25725736
8553,29783453
8554,3728806
8555,32769624
8556,28456094
8557,15230987
8558,34933999
8559,34403556
8560,34887810
8561,4507575
8562,25512433
8563,33281803
8564,14498691
8565,3984421
8566,2117885
8567,15197391
8568,24819622
8569,33010029
8570,32609001
8571,34503915
8572,4666951
8573,4399418
8574,34217772
8575,4576107
8576,4541967
8577,4725230
8578,18290722
8579,3941296
8580,1017821
8581,4531572
8582,4649073
8583,4376663
8584,1220115
8585,3435860
8586,4409160
8587,33737454
8588,32441452
8589,34714752
8590,4528926
8591,33820529
8592,34605603
8593,16038791
8594,23536859
8595,22367419
8596,13101877
8597,18268579
8598,5163605
8599,33171225
8600,4668354
8601,29255603
8602,16429452
8603,21934040
8604,4665282
8605,31531929
8606,9677588
8607,15279257
8608,14886608
8609,34276141
8610,30134940
8611,31144105
8612,34806311
8613,6712960
8614,34690893
8615,4461810
8616,32400266
8617,33263499
8618,3572760
8619,34587042
8620,33389328
8621,2605964
8622,4637335
8623,34382670
8624,3148395
8625,1945526
8626,14854659
8627,3499013
8628,33682791
8629,34882820
8630,28460621
8631,10778307
8632,12731351
8633,33554870
8634,3852819
8635,3565784
8636,4636532
8637,20304564
8638,32962983
8639,25095653
8640,23419050
8641,9675008
8642,34434403
8643,15209697
8644,34594722
8645,9138899
8646,28276871
8647,2056343
8648,12657462
8649,32056390
8650,25851809
8651,1643999
8652,2301585
8653,2599852
8654,20330964
8655,32595282
8656,29426606
8657,34877985
8658,33433517
8659,2340139
8660,4017642
8661,4401233
8662,2199572
8663,21106963
8664,32041561
8665,25870806
8666,6937040
8667,1071845
8668,34639343
8669,28231988
8670,29540187
8671,4331347
8672,30895074
8673,34273938
8674,3616232
8675,4464211
8676,34279160
8677,34599340
8678,4516007
8679,4356983
8680,3956010
8681,34404311
8682,4498742
8683,4581912
8684,10580478
8685,32648023
8686,34732558
8687,4083653
8688,3614974
8689,34713498
8690,1072233
8691,26329705
8692,4213992
8693,2790706
8694,30296845
8695,4120386
8696,16588377
8697,34547553
8698,25455632
8699,12901867
8700,1294655
8701,8628731
8702,23896780
8703,34291249
8704,10902379
8705,4601871
8706,2241774
8707,34315234
8708,20481572
8709,4432570
8710,11631385
8711,31021233
8712,4242238
8713,11280130
8714,11625554
8715,3774985
8716,25305815
8717,19909569
8718,31885574
8719,32496985
8720,29702189
8721,32095536
8722,27484874
8723,31691467
8724,33744629
8725,25168652
8726,18416143
8727,9827671
8728,4469534
8729,4062572
8730,15224131
8731,4455947
8732,34488967
8733,2861246
8734,33989229
8735,26851531
8736,30733132
8737,27691894
8738,3159838
8739,25272229
8740,34471098
8741,23129277
8742,11068118
8743,34821808
8744,32322249
8745,4948034
8746,30647708
8747,29879253
8748,34264759
8749,4582873
8750,1942899
8751,33766373
8752,13198684
8753,26984208
8754,1778722
8755,34251599
8756,34580961
8757,1422296
8758,12139937
8759,7995919
8760,4487263
8761,4243711
8762,2982408
8763,34808363
8764,15117218
8765,4625541
8766,3559771
8767,13364751
8768,29524271
8769,5576786
8770,4360945
8771,28600970
8772,34135309
8773,32519207
8774,3443976
8775,27152474
8776,4338275
8777,34787037
8778,32485956
8779,30248162
8780,4565469
8781,29702189
8782,4657693
8783,34796309
8784,30699578
8785,34501914
8786,28328077
8787,29074807
8788,25838793
8789,4668448
8790,2645469
8791,4653915
8792,3966442
8793,13242841
8794,29556875
8795,33021062
8796,22403229
8797,29636239
8798,29797732
8799,1034952
8800,30639644
8801,34603230
8802,30920585
8803,31896861
8804,33270673
8805,5323523
8806,30281272
8807,3078694
8808,23607858
8809,34405720
8810,4575569
8811,19436465
8812,34716460
8813,13976872
8814,3246845
8815,34678439
8816,34895313
8817,34518635
8818,34475981
8819,21094886
8820,34295749
8821,33919683
8822,30829924
8823,3608181
8824,1132041
8825,8715759
8826,34100959
8827,34747535
8828,34416346
8829,34727801
8830,31466628
8831,4403298
8832,34078880
8833,32953919
8834,30416553
8835,21023491
8836,2624123
8837,25586298
8838,4201494
8839,1126404
8840,4323716
8841,4625688
8842,30804688
8843,9956219
8844,11765751
8845,29959470
8846,15538157
8847,25269265
8848,1579199
8849,4634990
8850,28623777
8851,34447817
8852,26360499
8853,4201087
8854,33993952
8855,12185540
8856,4549436
8857,33174381
8858,19950642
8859,13220957
8860,4486505
8861,12888477
8862,4400226
8863,4511266
8864,23733602
8865,5636210
8866,23490029
8867,34435170
8868,27472686
8869,18432482
8870,34102348
8871,34634259
8872,4434945
8873,4234783
8874,11123998
8875,4440658
8876,6746279
8877,2908271
8878,33722404
8879,4490473
8880,4216014
8881,34828740
8882,4888235
8883,4659973
8884,4542092
8885,24904040
8886,12106216
8887,31339067
8888,3516989
8889,4245340
8890,3587868
8891,7134963
8892,3916168
8893,32124129
8894,1656102
8895,31843930
8896,1501775
8897,26314584
8898,21796905
8899,33812622
8900,14283080
8901,34017165
8902,34157638
8903,17192134
8904,25785628
8905,34620184
8906,4644955
8907,34029990
8908,2644757
8909,34664440
8910,9757180
8911,15250363
8912,4354932
8913,33839428
8914,34237430
8915,4580475
8916,2145040
8917,19341862
8918,34382769
8919,4234469
8920,6019754
8921,19983946
8922,4496461
8923,9069635
8924,33769254
8925,15624821
8926,34622772
8927,25091767
8928,2508667
8929,9169333
8930,5888146
8931,32195192
8932,16054883
8933,4535018
8934,1215176
8935,34819141
8936,25151706
8937,34485196
8938,3575602
8939,1739095
8940,34737927
8941,4329989
8942,5680364
8943,15258670
8944,4511352
8945,1828390
8946,31909852
8947,29210618
8948,32785119
8949,33723853
8950,34155681
8951,33617909
8952,3740225
8953,34510759
8954,14266007
8955,4535757
8956,5283980
8957,34810442
8958,34452926
8959,34542388
8960,4459271
8961,3483253
8962,22876949
8963,1086141
8964,23822774
8965,27717301
8966,16888126
8967,32626853
8968,14069334
8969,4508136
8970,4414522
8971,4352097
8972,14507290
8973,26960986
8974,1002767
8975,25557799
8976,13592457
8977,34945885
8978,25523026
8979,4468422
8980,7377775
8981,2000198
8982,22475666
8983,3387368
8984,3912162
8985,4533973
8986,1435696
8987,1584226
8988,8048384
8989,4559147
8990,33578982
8991,4625344
8992,31699460
8993,1400451
8994,25614008
8995,34842564
8996,25242056
8997,25855787
8998,33805050
8999,4683246
9000,4630455
9001,34646306
9002,19604342
9003,34226857
9004,23687847
9005,32428994
9006,34627261
9007,29509673
9008,33475142
9009,32537313
9010,33323108
9011,6644754
9012,18658402
9013,30798342
9014,1489917
9015,4103083
9016,15860207
9017,34425495
9018,34568797
9019,5808480
9020,17302111
9021,23931047
9022,8325062
9023,29204374
9024,1007535
9025,34583552
9026,12964378
9027,9853111
9028,29501682
9029,3482941
9030,12612683
9031,33354308
9032,4691968
9033,34343787
9034,1176635
9035,4335705
9036,31961890
9037,30676055
9038,2867004
9039,15648169
9040,4481346
9041,10884004
9042,2992131
9043,4388629
9044,8417681
9045,34637669
9046,34780214
9047,23264769
9048,4573064
9049,4383628
9050,5668128
9051,3985904
9052,3183255
9053,32561746
9054,27837518
9055,41036
9056,4249897
9057,27379434
9058,34487906
9059,2166572
9060,20204662
9061,3471829
9062,34170432
9063,1796277
9064,34641010
9065,33910858
9066,34117465
9067,28433493
9068,1007115
9069,1018464
9070,15271858
9071,4081786
9072,34416990
9073,33678613
9074,4458364
9075,34481106
9076,8239463
9077,4491435
9078,4532027
9079,1057073
9080,1371627
9081,30180428
9082,30716240
9083,2177522
9084,5958462
9085,9788785
9086,33929642
9087,9719763
9088,4440256
9089,3702744
9090,31350687
9091,1793084
9092,34874304
9093,4464015
9094,3836853
9095,15257282
9096,18651157
9097,33950667
9098,1084714
9099,34135224
9100,4406061
9101,34002962
9102,29741095
9103,13347846
9104,4343264
9105,15273528
9106,32432117
9107,21539548
9108,13769410
9109,1301898
9110,3533045
9111,11100047
9112,3620086
9113,4586045
9114,33881311
9115,2922457
9116,33080597
9117,1762692
9118,33851604
9119,2555113
9120,32877444
9121,1335033
9122,33395042
9123,15169641
9124,33082401
9125,33380940
9126,17120415
9127,34555659
9128,28495695
9129,31264566
9130,4471767
9131,31371041
9132,18183523
9133,32730273
9134,34792973
9135,4309384
9136,34471046
9137,4710843
9138,6949340
9139,11243946
9140,34174401
9141,34608218
9142,4520903
9143,33198537
9144,9122943
9145,26872290
9146,4418175
9147,1411702
9148,9315235
9149,18367173
9150,13460136
9151,1994977
9152,29623851
9153,25054717
9154,33581934
9155,34528640
9156,21838802
9157,33904927
9158,31100539
9159,4975884
9160,4606008
9161,14714686
9162,16235939
9163,6363744
9164,34288569
9165,33917598
9166,32905063
9167,15493444
9168,4503575
9169,4390679
9170,34256395
9171,1763240
9172,1363891
9173,31535774
9174,10193816
9175,33035829
9176,15800883
9177,34460675
9178,23596659
9179,34169395
9180,23459018
9181,34230232
9182,34701037
9183,4355632
9184,1695750
9185,4620649
9186,3527497
9187,4258303
9188,24727788
9189,1080059
9190,3722222
9191,4391413
9192,4525828
9193,26168914
9194,30432037
9195,34925312
9196,31125779
9197,4534022
9198,34373690
9199,1072705
9200,4494454
9201,4598939
9202,4716361
9203,4804321
9204,34621391
9205,19243289
9206,4659180
9207,13207382
9208,18087742
9209,34439374
9210,34180596
9211,34180226
9212,32221303
9213,33419741
9214,4640304
9215,27753430
9216,33798538
9217,4637120
9218,3902800
9219,33714848
9220,4507916
9221,31248333
9222,4540862
9223,15067302
9224,4369573
9225,32938567
9226,31032623
9227,4653619
9228,2418458
9229,34518096
9230,34689418
9231,34127685
9232,4497298
9233,34100382
9234,13040528
9235,15172887
9236,9357386
9237,16209474
9238,4359748
9239,3660535
9240,7608363
9241,3086451
9242,4495638
9243,3606635
9244,31427118
9245,4637313
9246,4408311
9247,2594331
9248,15240010
9249,11101645
9250,10116553
9251,2040749
9252,1568858
9253,10760923
9254,9318640
9255,31618985
9256,34657870
9257,13605351
9258,3848411
9259,3425129
9260,29615891
9261,17864213
9262,34154088
9263,7762375
9264,31925822
9265,32288031
9266,9007394
9267,4489163
9268,16173296
9269,3516962
9270,34832851
9271,27277939
9272,11530986
9273,2909916
9274,23252653
9275,23004815
9276,28246654
9277,10651060
9278,4648161
9279,31284527
9280,31582402
9281,30705432
9282,23699242
9283,3252192
9284,2192666
9285,2073669
9286,19395524
9287,4651487
9288,1535229
9289,10705129
9290,34859254
9291,4204814
9292,4099611
9293,4522293
9294,32301311
9295,29901958
9296,4287756
9297,9427163
9298,33423171
9299,33770252
9300,17064418
9301,31507827
9302,3340792
9303,2961432
9304,21531278
9305,28499715
9306,1315198
9307,32977533
9308,30206069
9309,4495635
9310,8828504
9311,19167247
9312,31799467
9313,34166110
9314,32616212
9315,4495754
9316,34761433
9317,31960553
9318,34631478
9319,11382723
9320,3568087
9321,34312874
9322,34531737
9323,2909548
9324,2758549
9325,31878032
9326,33740848
9327,3806091
9328,34277584
9329,33795906
9330,31925186
9331,33106607
9332,3186529
9333,8335647
9334,14806171
9335,4589302
9336,34009494
9337,1187290
9338,19900160
9339,3259801
9340,8814450
9341,3405232
9342,15564110
9343,34679954
9344,34432382
9345,5590434
9346,27589836
9347,34703307
9348,3467833
9349,24672457
9350,34438262
9351,32205709
9352,1583297
9353,4448304
9354,33364510
9355,2709638
9356,32610422
9357,30503013
9358,1674409
9359,32104634
9360,3999417
9361,3200193
9362,2210802
9363,3707232
9364,28949155
9365,3800030
9366,1396950
9367,33747333
9368,34247393
9369,9647817
9370,4335448
9371,33312295
9372,4435754
9373,34141375
9374,1066763
9375,5377477
9376,4160245
9377,32944189
9378,34865953
9379,2047501
9380,34650667
9381,15503490
9382,7020570
9383,4017885
9384,2695870
9385,4196767
9386,3694465
9387,9695843
9388,14504309
9389,33972120
9390,4554408
9391,15094475
9392,34328168
9393,4529818
9394,34141164
9395,31411499
9396,30818082
9397,1702601
9398,33072180
9399,33083601
9400,4163825
9401,18683832
9402,25855787
9403,34386015
9404,1262251
9405,3964906
9406,8529500
9407,9920155
9408,20010936
9409,15263369
9410,2106889
9411,13583398
9412,4197335
9413,4357249
9414,34341535
9415,4503194
9416,7472471
9417,34301554
9418,32488199
9419,7023485
9420,8460574
9421,4534153
9422,2423526
9423,33908667
9424,30677366
9425,33726708
9426,28961770
9427,13156313
9428,15037576
9429,19678356
9430,4435590
9431,34661927
9432,14237040
9433,7674348
9434,34450496
9435,33415484
9436,30813961
9437,4670120
9438,30214567
9439,33166974
9440,21015025
9441,33040262
9442,3387122
9443,6596631
9444,1886920
9445,4529757
9446,12399403
9447,10941365
9448,4240620
9449,33911028
9450,33786752
9451,34630510
9452,13891693
9453,10536221
9454,3150683
9455,1638613
9456,15256721
9457,33794619
9458,4647082
9459,2399826
9460,13278853
9461,32181325
9462,1710572
9463,13986600
9464,34738723
9465,4509723
9466,1215277
9467,29268531
9468,4597116
9469,4234734
9470,16520551
9471,4513298
9472,28197446
9473,4486685
9474,2875977
9475,34422228
9476,34031855
9477,24770623
9478,4637754
9479,3934755
9480,4406489
9481,23962530
9482,4541036
9483,4537862
9484,16109279
9485,4588474
9486,31992412
9487,33509575
9488,1330379
9489,31202885
9490,4551465
9491,4435508
9492,4680163
9493,32435864
9494,34441728
9495,4142012
9496,34698592
9497,16808263
9498,34733987
9499,8714843
9500,33428123
9501,5242128
9502,4755455
9503,3304421
9504,31405770
9505,34473638
9506,33007166
9507,34199947
9508,31639118
9509,32275632
9510,3454330
9511,34111634
9512,34701543
9513,32521895
9514,4248777
9515,2530348
9516,31622122
9517,20702988
9518,34482707
9519,8750658
9520,13853292
9521,4429295
9522,3265113
9523,34812009
9524,32875609
9525,13455514
9526,3155314
9527,10272799
9528,1280555
9529,15201461
9530,34650838
9531,29163938
9532,3364854
9533,4623810
9534,30636627
9535,23184894
9536,4183312
9537,11731571
9538,34510229
9539,4619132
9540,27529934
9541,32142213
9542,15191781
9543,31941786
9544,34599432
9545,17349208
9546,3694174
9547,7239163
9548,2533857
9549,4487937
9550,22820641
9551,7401810
9552,33921475
9553,1475947
9554,30487122
9555,4694433
9556,32655944
9557,3878967
9558,16672138
9559,23376563
9560,19248381
9561,31006649
9562,28097497
9563,31471232
9564,9617239
9565,1106072
9566,32974757
9567,4473898
9568,32444663
9569,33951403
9570,3805647
9571,4390727
9572,23615699
9573,29121477
9574,34122264
9575,13977204
9576,4577264
9577,7534436
9578,33393156
9579,34046998
9580,34682405
9581,4535541
9582,5829163
9583,3056744
9584,31936527
9585,1236560
9586,4584853
9587,4535729
9588,34354741
9589,22126813
9590,14245723
9591,8970775
9592,16308641
9593,4493245
9594,32411362
9595,3789581
9596,22356467
9597,2500373
9598,30910144
9599,34170435
9600,4550025
9601,34775277
9602,35993
9603,29645930
9604,11333687
9605,3786793
9606,3728591
9607,4513638
9608,31829776
9609,1027470
9610,32768373
9611,13985300
9612,4308409
9613,33808550
9614,19732667
9615,34233237
9616,8949726
9617,3004516
9618,1418618
9619,4381432
9620,32769390
9621,6632906
9622,4478564
9623,9934442
9624,33557696
9625,32522547
9626,33116066
9627,2529773
9628,4306001
9629,6367412
9630,34685693
9631,3200573
9632,1958161
9633,34229441
9634,8805298
9635,31121352
9636,4429946
9637,34713384
9638,16568293
9639,33874153
9640,9699508
9641,10144990
9642,3896525
9643,34497104
9644,34112713
9645,25526607
9646,4507506
9647,25465412
9648,11828522
9649,5711997
9650,25331444
9651,32014953
9652,11098407
9653,34710802
9654,34700906
9655,34043982
9656,4482724
9657,4490530
9658,4432700
9659,27680387
9660,2402266
9661,33176500
9662,21288780
9663,11396515
9664,4607341
9665,34361469
9666,31893899
9667,4693867
9668,3056744
9669,33977987
9670,29584483
9671,4571664
9672,7569934
9673,33428885
9674,34427015
9675,1893265
9676,15252634
9677,9150533
9678,4482522
9679,4200885
9680,1328956
9681,8181179
9682,34498133
9683,14542266
9684,3622983
9685,8940287
9686,3595352
9687,19416201
9688,15204889
9689,34704233
9690,33308891
9691,31152246
9692,11342169
9693,14614677
9694,10999479
9695,34683436
9696,34868115
9697,20184102
9698,31559704
9699,32306193
9700,4280940
9701,9427163
9702,4634023
9703,13625547
9704,33612659
9705,34100738
9706,4929319
9707,11460209
9708,34040958
9709,4378688
9710,34621830
9711,34176272
9712,9752298
9713,33031506
9714,32253721
9715,1103349
9716,4480200
9717,2835988
9718,4623001
9719,7458415
9720,14053891
9721,3457156
9722,14464062
9723,4452002
9724,33089971
9725,16565474
9726,34448084
9727,4534017
9728,4472832
9729,4558017
9730,33100735
9731,34400189
9732,3583519
9733,3612469
9734,34652312
9735,2084554
9736,34652940
9737,11689238
9738,29636354
9739,20731131
9740,6198260
9741,28352885
9742,20999170
9743,23362760
9744,33225313
9745,34492346
9746,31102780
9747,34687696
9748,34653844
9749,1677462
9750,34430625
9751,11924226
9752,4585567
9753,22966085
9754,4504144
9755,9170323
9756,1086917
9757,15121455
9758,31598187
9759,34840079
9760,11834844
9761,1136232
9762,3205352
9763,1695356
9764,34765052
9765,34160897
9766,11275245
9767,31653121
9768,18832845
9769,7923221
9770,2596862
9771,23517967
9772,34483590
9773,12470614
9774,34003251
9775,5662006
9776,4563649
9777,34782688
9778,1851051
9779,4292908
9780,10332726
9781,4571283
9782,33954659
9783,34734475
9784,15576255
9785,12478792
9786,5580910
9787,32069579
9788,4660063
9789,18848448
9790,1384779
9791,4520928
9792,31015044
9793,34091502
9794,4548370
9795,19898337
9796,4160275
9797,2605777
9798,1947796
9799,31638129
9800,31379281
9801,21891893
9802,34507592
9803,4452087
9804,34679882
9805,28134032
9806,6466399
9807,34786163
9808,1373705
9809,2515974
9810,29542404
9811,33927896
9812,4506928
9813,9446493
9814,13678285
9815,34187098
9816,6499473
9817,4359543
9818,34802795
9819,3821930
9820,30590127
9821,32875708
9822,13518666
9823,4231931
9824,34888455
9825,22292134
9826,30974917
9827,34512047
9828,15683850
9829,4463926
9830,2758998
9831,31528263
9832,29358040
9833,28566757
9834,4351470
9835,4650482
9836,1153985
9837,31422383
9838,15226409
9839,34170058
9840,10113618
9841,32918180
9842,2672110
9843,33442878
9844,30625232
9845,34325788
9846,34669650
9847,4570652
9848,34749857
9849,33457815
9850,34252710
9851,10634593
9852,33921244
9853,32499104
9854,32588961
9855,29182249
9856,3351776
9857,9709018
9858,15645096
9859,31216210
9860,11145080
9861,22747740
9862,3342961
9863,3905860
9864,32747314
9865,6337088
9866,13588945
9867,34458969
9868,33946795
9869,17555038
9870,34785343
9871,4589190
9872,33906645
9873,4511185
9874,4687108
9875,25890913
9876,15977933
9877,2643855
9878,4436383
9879,24075082
9880,34679610
9881,13221856
9882,29795079
9883,24299960
9884,34602299
9885,4340921
9886,4070548
9887,29560083
9888,12086603
9889,34375492
9890,4686784
9891,2650854
9892,34270141
9893,29233741
9894,4459315
9895,7120185
9896,20354312
9897,1391068
9898,28850994
9899,32809431
9900,22454169
9901,2208580
9902,33468256
9903,34625150
9904,14201019
9905,13601658
9906,3482089
9907,24689736
9908,4489910
9909,12642034
9910,2910307
9911,34213387
9912,34589642
9913,4599449
9914,34078749
9915,32804972
9916,3078929
9917,32175902
9918,4513939
9919,4274603
9920,10830657
9921,33777663
9922,1534792
9923,4496124
9924,3960909
9925,4216364
9926,16551143
9927,5777075
9928,3177903
9929,15068557
9930,23117638
9931,17879124
9932,30042008
9933,31603252
9934,14820808
9935,4575462
9936,33822183
9937,19690304
9938,4592843
9939,19234595
9940,4543972
9941,21550729
9942,31667770
9943,33750268
9944,23055859
9945,4535907
9946,4585458
9947,6741443
9948,32495910
9949,34323232
9950,4478268
9951,16414318
9952,26882345
9953,12205038
9954,32313952
9955,4479231
9956,28787987
9957,10068243
9958,27580334
9959,34475369
9960,1230431
9961,1680925
9962,1741755
9963,34577359
9964,2439282
9965,30572315
9966,34712475
9967,15618555
9968,3116544
9969,13557184
9970,4557257
9971,32242747
9972,14875441
9973,4497493
9974,34771600
9975,4581291
9976,34071615
9977,28241656
9978,22669399
9979,34855806
9980,34489358
9981,4394304
9982,34215264
9983,31937853
9984,4624531
9985,2929311
9986,28049746
9987,4361785
9988,29042629
9989,3475149
9990,2936643
9991,19775138
9992,32456972
9993,3429570
9994,4383830
9995,33906293
9996,2751782
9997,3688660
9998,1061387
9999,22747960
